catalog_id,title,published_title,url,year,acta_number,section,part,publication_date,publication_date_raw,source_type,source_page_url,listing_status,first_seen_at,last_seen_at,page_occurrences,alternate_urls
2025-sempb-07-cuarta-parte,Acta No 07 de 2025 SEMPB Cuarta Parte,Acta No 07 de 2025 SEMPB Cuarta Parte,https://www.invima.gov.co/biblioteca/download/90752,2025,07,SEMPB,Cuarta Parte,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2025-sempb-07-quinta-parte,Acta No 07 de 2025 SEMPB Quinta Parte,Acta No 07 de 2025 SEMPB Quinta Parte,https://www.invima.gov.co/biblioteca/acta-no-07-2025-sempb-quinta-parte,2025,07,SEMPB,Quinta Parte,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2025-sempb-08-primera-parte,Acta No 08 de 2025 SEMPB Primera Parte,Acta No 08 de 2025 SEMPB Primera Parte,https://www.invima.gov.co/biblioteca/acta_no_08_de_2025_sempb_primera_partepdf-1,2025,08,SEMPB,Primera Parte,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2025-sempb-08-segunda-parte,Acta No 08 de 2025 SEMPB Segunda Parte,Acta No 08 de 2025 SEMPB Segunda Parte,https://www.invima.gov.co/biblioteca/acta_no_08_de_2025_sempb_segunda_partepdf,2025,08,SEMPB,Segunda Parte,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2025-sempb-08-tercera-parte,Acta No 08 de 2025 SEMPB Tercera Parte,Acta No 08 de 2025 SEMPB Tercera Parte,https://www.invima.gov.co/biblioteca/acta-08-2025-sempb-tercera-parte,2025,08,SEMPB,Tercera Parte,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2025-sempb-09-primera-parte,Acta No 09 de 2025 SEMPB Primera Parte,Acta No 09 de 2025 SEMPB Primera Parte,https://www.invima.gov.co/biblioteca/download/90759,2025,09,SEMPB,Primera Parte,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2025-sempb-09-segunda-parte,Acta No 09 de 2025 SEMPB Segunda Parte,Acta No 09 de 2025 SEMPB Segunda Parte,https://www.invima.gov.co/biblioteca/acta-no-09-2025-sempb-segunda-parte,2025,09,SEMPB,Segunda Parte,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2026-sempb-01-primera-parte,Acta No 01 de 2026 SEMPB Primera Parte,Acta No 01 de 2026 SEMPB Primera Parte,https://www.invima.gov.co/biblioteca/download/144037,2026,01,SEMPB,Primera Parte,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2026-sempb-01-segunda-parte,Acta No 01 de 2026 SEMPB Segunda Parte,Acta No 01 de 2026 SEMPB Segunda Parte,https://www.invima.gov.co/biblioteca/download/144240,2026,01,SEMPB,Segunda Parte,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2026-sempb-02-primera-parte,Acta No 02 de 2026 SEMPB Primera Parte,Acta No 02 de 2026 SEMPB Primera Parte,https://www.invima.gov.co/biblioteca/download/144241,2026,02,SEMPB,Primera Parte,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2026-sempb-02-segunda-parte,Acta No 02 de 2026 SEMPB Segunda Parte,Acta No 02 de 2026 SEMPB Segunda Parte,https://www.invima.gov.co/biblioteca/download/144319,2026,02,SEMPB,Segunda Parte,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2026-sempb-02-tercera-parte,Acta No 02 de 2026 SEMPB Tercera Parte,Acta No 02 de 2026 SEMPB Tercera Parte,https://www.invima.gov.co/biblioteca/download/144320,2026,02,SEMPB,Tercera Parte,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2026-sempb-03-primera-parte,Acta No 03 de 2026 SEMPB Primera Parte,Acta No 03 de 2026 SEMPB Primera Parte,https://www.invima.gov.co/biblioteca/download/144321,2026,03,SEMPB,Primera Parte,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2026-sempb-03-segunda-parte,Acta No 03 de 2026 SEMPB Segunda Parte,Acta No 03 de 2026 SEMPB Segunda Parte,https://www.invima.gov.co/biblioteca/download/144586,2026,03,SEMPB,Segunda Parte,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2026-sempb-03-tercera-parte,Acta No 03 de 2026 SEMPB Tercera Parte,Acta No 03 de 2026 SEMPB Tercera Parte,https://www.invima.gov.co/biblioteca/download/144587,2026,03,SEMPB,Tercera Parte,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2026-sempb-04-primera-parte,Acta No 04 de 2026 SEMPB Primera Parte,Acta No 04 de 2026 SEMPB Primera Parte,https://www.invima.gov.co/biblioteca/download/144784,2026,04,SEMPB,Primera Parte,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2026-sempb-04-segunda-parte,Acta No 04 de 2026 SEMPB Segunda Parte,Acta No 04 de 2026 SEMPB Segunda Parte,https://www.invima.gov.co/biblioteca/download/144898,2026,04,SEMPB,Segunda Parte,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2026-sempb-05-primera-parte,Acta No 05 de 2026 SEMPB Primera Parte,Acta No 05 de 2026 SEMPB Primera Parte,https://www.invima.gov.co/biblioteca/download/144860,2026,05,SEMPB,Primera Parte,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2026-sempb-05-segunda-parte,Acta No 05 de 2026 SEMPB Segunda Parte,Acta No 05 de 2026 SEMPB Segunda Parte,https://www.invima.gov.co/biblioteca/download/145118,2026,05,SEMPB,Segunda Parte,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2026-sempb-06-primera-parte,Acta No 06 de 2026 SEMPB Primera Parte,Acta No 06 de 2026 SEMPB Primera Parte,https://www.invima.gov.co/biblioteca/download/145116,2026,06,SEMPB,Primera Parte,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2026-sempb-07-primera-parte,Acta No 07 de 2026 SEMPB Primera Parte,Acta No 07 de 2026 SEMPB Primera Parte,https://www.invima.gov.co/biblioteca/download/145314,2026,07,SEMPB,Primera Parte,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2026-sempb-07-segunda-parte,Acta No 07 de 2026 SEMPB Segunda Parte,Acta No 07 de 2026 SEMPB Segunda Parte,https://www.invima.gov.co/biblioteca/download/145671,2026,07,SEMPB,Segunda Parte,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2026-sempb-08-primera-parte,Acta No 08 de 2026 SEMPB Primera Parte,Acta No 08 de 2026 SEMPB Primera Parte,https://www.invima.gov.co/biblioteca/download/145672,2026,08,SEMPB,Primera Parte,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2026-sempb-08-segunda-parte,Acta No 08 de 2026 SEMPB Segunda Parte,Acta No 08 de 2026 SEMPB Segunda Parte,https://www.invima.gov.co/biblioteca/download/145673,2026,08,SEMPB,Segunda Parte,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
