title,url,year,acta_number,section,part,source_type,publication_date,source_page_url,catalog_id,listing_status
Acta No 24 de 2016 SEMPB Segunda Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-24-de-2016-Segunda-parte-SEMPB.pdf,2016,24,SEMPB,Segunda Parte,official,2016-10-12,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2016-sempb-24-segunda-parte,listed
Acta No 25 de 2016 SEMPB,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-25-de-2016-SEMPB.pdf,2016,25,SEMPB,,official,2016-11-16,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2016-sempb-25-completa,listed
Acta No 26 de 2016 SEMPB,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-26-de-2016-SEMPB.pdf,2016,26,SEMPB,,official,2016-11-30,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2016-sempb-26-completa,listed
Acta No 27 de 2016 SEMPB,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No.-27-de-2016-SEMPB.pdf,2016,27,SEMPB,,official,2016-12-20,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2016-sempb-27-completa,listed
Acta No 28 de 2016 SEMPB,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No.-28-de-2016_SEMPB.pdf,2016,28,SEMPB,,official,2016-12-27,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2016-sempb-28-completa,listed
Acta No 29 de 2016 SEMPB,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-29-de-2016-SEMPB.pdf,2016,29,SEMPB,,official,2017-01-10,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2016-sempb-29-completa,listed
Acta No 30 de 2016 SEMPB,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-30-de-2016-SEMPB.pdf,2016,30,SEMPB,,official,2017-02-02,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2016-sempb-30-completa,listed
Acta No 01 de 2017 SEM Primera Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-01-de-2017-SEM.pdf,2017,01,SEM,Primera Parte,official,2017-10-03,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2017-sem-01-primera-parte,listed
Acta No 02 de 2017 SEM Primera Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-02-de-2017-SEM-Primera-Parte.pdf,2017,02,SEM,Primera Parte,official,2017-10-03,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2017-sem-02-primera-parte,listed
Acta No 02 de 2017 SEM Segunda Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No.-02-de-2017-SEM-Segunda-Parte.pdf,2017,02,SEM,Segunda Parte,official,2017-10-31,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2017-sem-02-segunda-parte,listed
Acta No 03 de 2017 SEM Primera Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-03-de-2017-SEM-Primera-Parte.pdf,2017,03,SEM,Primera Parte,official,2017-11-29,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2017-sem-03-primera-parte,listed
Acta No 03 de 2017 SEM Segunda Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-03-de-2017-SEM-Segunda-Parte.pdf,2017,03,SEM,Segunda Parte,official,2017-11-30,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2017-sem-03-segunda-parte,listed
Acta No 04 de 2017 SEM Primera Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-04-de-2017-SEM-Primera-Parte.pdf,2017,04,SEM,Primera Parte,official,2017-12-22,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2017-sem-04-primera-parte,listed
Acta No 04 de 2017 SEM Segunda Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta_No_04_de_2017_SEM_Segunda_Parte.pdf,2017,04,SEM,Segunda Parte,official,2018-01-12,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2017-sem-04-segunda-parte,listed
Acta No 05 de 2017 SEM Primera Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-05-de-2017-SEM-Primera-Parte.pdf,2017,05,SEM,Primera Parte,official,2017-12-22,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2017-sem-05-primera-parte,listed
Acta No 05 de 2017 SEM Segunda Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-05-de-2017-SEM-Segunda-Parte.pdf,2017,05,SEM,Segunda Parte,official,2018-01-02,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2017-sem-05-segunda-parte,listed
Acta No 06 de 2017 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta_No_06_de_2017_SEM.pdf,2017,06,SEM,,official,2018-01-05,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2017-sem-06-completa,listed
Acta No 07 de 2017 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-07-de-2017-SEM.pdf,2017,07,SEM,,official,2018-01-31,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2017-sem-07-completa,listed
Acta No 01 de 2017 SEMNNIMB,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-01-de-2017-SEMNNIMB.pdf,2017,01,SEMNNIMB,,official,2017-09-29,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2017-semnnimb-01-completa,listed
Acta No 02 de 2017 SEMNNIMB,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-02-de-2017-SEMNNIMB.pdf,2017,02,SEMNNIMB,,official,2017-10-27,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2017-semnnimb-02-completa,listed
Acta No 03 de 2017 SEMNNIMB,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-03-de-2017SEMNNIMB.pdf,2017,03,SEMNNIMB,,official,2017-11-24,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2017-semnnimb-03-completa,listed
Acta No 04 de 2017 SEMNNIMB Primera Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta_No_04_de_2017_SEMNNIMB_Primera_Parte.pdf,2017,04,SEMNNIMB,Primera Parte,official,2018-01-10,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2017-semnnimb-04-primera-parte,listed
Acta No 04 de 2017 SEMNNIMB Segunda Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta_No_04_de_2017_SEMNNIMB_Segunda_Parte.pdf,2017,04,SEMNNIMB,Segunda Parte,official,2018-01-12,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2017-semnnimb-04-segunda-parte,listed
Acta No 05 de 2017 SEMNNIMB Primera Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta_No_05_de_2017_SEMNNIMB_Primera_Parte.pdf,2017,05,SEMNNIMB,Primera Parte,official,2018-01-29,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2017-semnnimb-05-primera-parte,listed
Acta No 05 de 2017 SEMNNIMB Segunda Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta_No_05_de_2017_SEMNNIMB_Segunda_Parte.pdf,2017,05,SEMNNIMB,Segunda Parte,official,2018-01-30,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2017-semnnimb-05-segunda-parte,listed
Acta No 01 de 2017 SEMPB,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-01-de-2017-SEMPB.pdf,2017,01,SEMPB,,official,2017-02-07,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2017-sempb-01-completa,listed
Acta No 02 de 2017 SEMPB,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-02-de-2017-SEMPB.pdf,2017,02,SEMPB,,official,2017-03-02,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2017-sempb-02-completa,listed
Acta No 03 de 2017 SEMPB Primera Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-03-de-2017-SEMPB-Segunda-Parte.pdf,2017,03,SEMPB,Primera Parte,official,2017-03-16,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2017-sempb-03-primera-parte,listed
Acta No 04 de 2017 SEMPB,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-04-de-2017-SEMPB.pdf,2017,04,SEMPB,,official,2017-04-07,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2017-sempb-04-completa,listed
Acta No 05 de 2017 SEMPB,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-05-de-2017-SEMPB.pdf,2017,05,SEMPB,,official,2017-04-10,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2017-sempb-05-completa,listed
Acta No 06 de 2017 SEMPB,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-06-de-2017-SEMPB.pdf,2017,06,SEMPB,,official,2017-04-10,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2017-sempb-06-completa,listed
Acta No 07 de 2017 SEMPB,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-07-de-2017-SEMPB.pdf,2017,07,SEMPB,,official,2017-04-17,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2017-sempb-07-completa,listed
Acta No 08 de 2017 SEMPB,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-08-de-2017-SEMPB.pdf,2017,08,SEMPB,,official,2017-05-19,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2017-sempb-08-completa,listed
Acta No 09 de 2017 SEMPB Primera Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-09-de-2017-SEMPB-Primera-Parte.pdf,2017,09,SEMPB,Primera Parte,official,2017-04-05,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2017-sempb-09-primera-parte,listed
Acta No 09 de 2017 SEMPB Segunda Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-09-de-2017-SEMPB-Segunda-Partev2.pdf,2017,09,SEMPB,Segunda Parte,official,2017-05-10,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2017-sempb-09-segunda-parte,listed
Acta No 10 de 2017 SEMPB Primera Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-10-de-2017-SEMPB-Primera-Parte.pdf,2017,10,SEMPB,Primera Parte,official,2017-06-14,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2017-sempb-10-primera-parte,listed
Acta No 10 de 2017 SEMPB Segunda Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-10-de-2017-SEMPB-Segunda-Parte.pdf,2017,10,SEMPB,Segunda Parte,official,2017-06-14,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2017-sempb-10-segunda-parte,listed
Acta No 11 de 2017 SEMPB,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-11-de-2017-SEMPB.pdf,2017,11,SEMPB,,official,2017-06-20,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2017-sempb-11-completa,listed
Acta No 12 de 2017 SEMPB,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-12-de-2017-SEMPB.pdf,2017,12,SEMPB,,official,2017-07-14,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2017-sempb-12-completa,listed
Acta No 13 de 2017 SEMPB Primera Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-13-de-2017-SEMPB-Primera-Parte.pdf,2017,13,SEMPB,Primera Parte,official,2017-06-15,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2017-sempb-13-primera-parte,listed
Acta No 13 de 2017 SEMPB Segunda Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-13-de-2017-SEMPB-Segunda-parte.pdf,2017,13,SEMPB,Segunda Parte,official,2017-07-13,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2017-sempb-13-segunda-parte,listed
Acta No 14 de 2017 SEMPB,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-14-de-2017-SEMPB.pdf,2017,14,SEMPB,,official,2017-08-10,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2017-sempb-14-completa,listed
Acta No 15 de 2017 SEMPB Primera Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-15-de-2017-SEMPB-Primera-Parte.pdf,2017,15,SEMPB,Primera Parte,official,2017-06-22,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2017-sempb-15-primera-parte,listed
Acta No 16 de 2017 SEMPB,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-16-de-2017-SEMPB.pdf,2017,16,SEMPB,,official,2017-08-10,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2017-sempb-16-completa,listed
Acta No 17 de 2017 SEMPB Primera Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-17-de-2017-SEMPB-Primera-Parte.pdf,2017,17,SEMPB,Primera Parte,official,2017-09-04,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2017-sempb-17-primera-parte,listed
Acta No 17 de 2017 SEMPB Segunda Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-17-de-2017-SEMPB-Segunda-Parte.pdf,2017,17,SEMPB,Segunda Parte,official,2017-09-04,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2017-sempb-17-segunda-parte,listed
Acta No 18 de 2017 SEMPB Primera Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-18-de-2017-SEMPB-Primera-Parte.pdf,2017,18,SEMPB,Primera Parte,official,2017-08-28,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2017-sempb-18-primera-parte,listed
Acta No 18 de 2017 SEMPB Segunda Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-18-de-2017-SEMPB-Segunda-Parte.pdf,2017,18,SEMPB,Segunda Parte,official,2017-09-04,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2017-sempb-18-segunda-parte,listed
Acta No 02 de 2018 CONJUNTA SEMNNIMB-SEDMRDI,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/ACTA_20No._2021_20DE_202023_20SEM.pdf,2018,02,CONJUNTA SEMNNIMB-SEDMRDI,,official,2018-08-03,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2018-conjunta-semnnimb-sedmrdi-02-completa,listed
Acta No 01 de 2018 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta_No_01_de_2018_SEM.pdf,2018,01,SEM,,official,2018-01-25,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2018-sem-01-completa,listed
Acta No 02 de 2018 SEM Primera Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-02-de-2019-SEM.pdf,2018,02,SEM,Primera Parte,official,2019-01-23,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2018-sem-02-primera-parte,listed
Acta No 02 de 2018 SEM Segunda Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-02-segunda-parte-SEM-2018.pdf,2018,02,SEM,Segunda Parte,official,2018-02-14,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2018-sem-02-segunda-parte,listed
Acta No 02 de 2018 SEM Tercera Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta_02_Tercera_Parte_2018.pdf,2018,02,SEM,Tercera Parte,official,2018-02-14,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2018-sem-02-tercera-parte,listed
Acta No 03 de 2018 SEM Primera Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-03-Primera-Parte-2018-SEM.pdf,2018,03,SEM,Primera Parte,official,2018-02-22,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2018-sem-03-primera-parte,listed
Acta No 03 de 2018 SEM Segunda Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-03-Segunda-Parte-de-2018-SEM.pdf,2018,03,SEM,Segunda Parte,official,2018-03-09,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2018-sem-03-segunda-parte,listed
Acta No 04 de 2018 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-04-de-2018-SEM.pdf,2018,04,SEM,,official,2018-03-16,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2018-sem-04-completa,listed
Acta No 05 de 2018 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-05-de-2018-SEM.pdf,2018,05,SEM,,official,2018-03-23,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2018-sem-05-completa,listed
Acta No 06 de 2018 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-06-2018-SEM.pdf,2018,06,SEM,,official,2018-04-16,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2018-sem-06-completa,listed
Acta No 07 de 2018 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-07-de-2018-SEM-V2.pdf,2018,07,SEM,,official,2018-04-19,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2018-sem-07-completa,listed
Acta No 08 de 2018 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-08-de-2018-SEM.pdf,2018,08,SEM,,official,2018-04-20,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2018-sem-08-completa,listed
Acta No 09 de 2018 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-09-de-2018-SEM.pdf,2018,09,SEM,,official,2018-05-02,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2018-sem-09-completa,listed
Acta No 10 de 2018 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-10-de-2018-SEM.pdf,2018,10,SEM,,official,2018-05-02,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2018-sem-10-completa,listed
Acta No 11 de 2018 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-11-de-2018-SEM.pdf,2018,11,SEM,,official,2018-05-31,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2018-sem-11-completa,listed
Acta No 12 de 2018 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-12-de-2018-SEM.pdf,2018,12,SEM,,official,2018-06-07,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2018-sem-12-completa,listed
Acta No 13 de 2018 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-13-de-2018-SEM.pdf,2018,13,SEM,,official,2018-06-14,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2018-sem-13-completa,listed
Acta No 14 de 2018 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-14-de-2018-SEM.pdf,2018,14,SEM,,official,2018-06-19,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2018-sem-14-completa,listed
Acta No 15 de 2018 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-15-de-2018-SEM.pdf,2018,15,SEM,,official,2018-06-22,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2018-sem-15-completa,listed
Acta No 16 de 2018 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-16-de-2018-SEM.pdf,2018,16,SEM,,official,2018-06-26,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2018-sem-16-completa,listed
Acta No 17 de 2018 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-17-de-2018-SEM.pdf,2018,17,SEM,,official,2018-07-03,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2018-sem-17-completa,listed
Acta No 18 de 2018 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-18-de-2018-SEM.pdf,2018,18,SEM,,official,2018-07-23,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2018-sem-18-completa,listed
Acta No 19 de 2018 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-19-de-2018-SEM.pdf,2018,19,SEM,,official,2018-07-26,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2018-sem-19-completa,listed
Acta No 20 de 2018 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-20-de-2018-SEM.pdf,2018,20,SEM,,official,2018-07-27,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2018-sem-20-completa,listed
Acta No 21 de 2018 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-21-de-2018-SEM.pdf,2018,21,SEM,,official,2018-08-02,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2018-sem-21-completa,listed
Acta No 22 de 2018 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-22-de-2018-SEM.pdf,2018,22,SEM,,official,2018-08-24,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2018-sem-22-completa,listed
