title,url,year,acta_number,section,part,source_type,publication_date,source_page_url,catalog_id,listing_status
Acta No 21 de 2014 SEMPB,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta_20No._2021_20de_202014_20SEMPB.pdf,2014,21,SEMPB,,official,2014-11-19,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2014-sempb-21-completa,listed
Acta No 22 de 2014 SEMPB,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta_20No_20_2022_20de_202014_20SEMPB.pdf,2014,22,SEMPB,,official,2014-11-24,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2014-sempb-22-completa,listed
Acta No 23 de 2014 SEMPB,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta_20No._2023_20de_202014_20SEMPB.pdf,2014,23,SEMPB,,official,2014-11-28,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2014-sempb-23-completa,listed
Acta No 24 de 2014 SEMPB Primera Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta_20No._2024_20de_202014_20SEMPB_20PRIMERA_20PARTE.docx.pdf,2014,24,SEMPB,Primera Parte,official,2014-11-19,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2014-sempb-24-primera-parte,listed
Acta No 24 de 2014 SEMPB Segunda Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta_20No._2024_20de_202014_20SEMPB_20SEGUNDA_20PARTE-1.pdf,2014,24,SEMPB,Segunda Parte,official,2014-12-19,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2014-sempb-24-segunda-parte,listed
Acta No 25 de 2014 SEMPB,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta_20No._2025_20de_202014_20SEMPB.pdf,2014,25,SEMPB,,official,2014-12-19,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2014-sempb-25-completa,listed
Acta No 26 de 2014 SEMPB,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta_20No._2026_20de_202014_20SEMPB.pdf,2014,26,SEMPB,,official,2015-01-14,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2014-sempb-26-completa,listed
Acta No 27 de 2014 SEMPB,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta_20No._2027_20de_202014_20SEMPB.pdf,2014,27,SEMPB,,official,2015-01-20,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2014-sempb-27-completa,listed
Acta No 28 de 2014 SEMPB,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta_20No._2028_20de_202014_20SEMPB.pdf,2014,28,SEMPB,,official,2015-01-21,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2014-sempb-28-completa,listed
Acta No 01 de 2015 SEMPB Primera Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta_20No._2001_20de_202015_20SEMPB_20PRIMERA_20PARTE.pdf,2015,01,SEMPB,Primera Parte,official,2015-02-26,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2015-sempb-01-primera-parte,listed
Acta No 01 de 2015 SEMPB Segunda Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta_20No._2001_20de_202015_20SEMPB_20SEGUNDA_20PARTE.pdf,2015,01,SEMPB,Segunda Parte,official,2015-02-16,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2015-sempb-01-segunda-parte,listed
Acta No 02 de 2015 SEMPB,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta_20No._2002_20de_202015_20SEMPB.pdf,2015,02,SEMPB,,official,2015-03-17,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2015-sempb-02-completa,listed
Acta No 03 de 2015 SEMPB Primera Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/acta_20no._2003_20de_202015_20sempb.pdf,2015,03,SEMPB,Primera Parte,official,2015-04-13,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2015-sempb-03-primera-parte,listed
Acta No 03 de 2015 SEMPB Segunda Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta_20No._2003_20de_202015_20SEMPB_20SEGUNDA_20PARTE.pdf,2015,03,SEMPB,Segunda Parte,official,2015-04-17,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2015-sempb-03-segunda-parte,listed
Acta No 04 de 2015 SEMPB Primera Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta_20No._2004_20de_202015_20SEMPB_20Primera_20Parte.pdf,2015,04,SEMPB,Primera Parte,official,2015-03-27,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2015-sempb-04-primera-parte,listed
Acta No 04 de 2015 SEMPB Segunda Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta_20No._2004_20de_202015_20SEMPB_20SEGUNDA_20PARTE_20.pdf,2015,04,SEMPB,Segunda Parte,official,2015-03-25,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2015-sempb-04-segunda-parte,listed
Acta No 05 de 2015 SEMPB Primera Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta_20No._2005_20de_202015_20SEMPB_20PRIMERA_20PARTE.pdf,2015,05,SEMPB,Primera Parte,official,2015-05-08,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2015-sempb-05-primera-parte,listed
Acta No 05 de 2015 SEMPB Segunda Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta_20No._2005_20de_202015_20SEMPB_20SEGUNDA_20PARTE.pdf,2015,05,SEMPB,Segunda Parte,official,2015-04-23,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2015-sempb-05-segunda-parte,listed
Acta No 06 de 2015 SEMPB,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta_20No._2006_20de_202015_20SEMPB.pdf,2015,06,SEMPB,,official,2015-05-11,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2015-sempb-06-completa,listed
Acta No 07 de 2015 SEMPB,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta_20No._2007_20de_202015_20SEMPB_20final.doc.pdf,2015,07,SEMPB,,official,2015-06-09,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2015-sempb-07-completa,listed
Acta No 08 de 2015 SEMPB,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta_20No._2008_20de_202015_20SEMPB.pdf,2015,08,SEMPB,,official,2015-06-10,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2015-sempb-08-completa,listed
Acta No 09 de 2015 SEMPB Primera Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta_20No._2009_20de_202015_20SEMPB_20Primera_20parte.pdf,2015,09,SEMPB,Primera Parte,official,2015-06-16,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2015-sempb-09-primera-parte,listed
Acta No 09 de 2015 SEMPB Segunda Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta_20No._2009_20de_202015_20SEMPB_20Segunda_20Parte.pdf,2015,09,SEMPB,Segunda Parte,official,2015-05-25,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2015-sempb-09-segunda-parte,listed
Acta No 10 de 2015 SEMPB,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta_20No._2010_20de_202015_20SEMPB.pdf,2015,10,SEMPB,,official,2015-07-08,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2015-sempb-10-completa,listed
Acta No 11 de 2015 SEMPB Primera Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta_20No._2011_20de_202015_20SEMPB_20PRIMERA_20PARTE.pdf,2015,11,SEMPB,Primera Parte,official,2015-07-10,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2015-sempb-11-primera-parte,listed
Acta No 11 de 2015 SEMPB Segunda Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta_20No._2011_20de_202015_20SEMPB_20SEGUNDA_20PARTE.pdf,2015,11,SEMPB,Segunda Parte,official,2015-06-19,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2015-sempb-11-segunda-parte,listed
Acta No 12 de 2015 SEMPB,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta_20No._2012_20de_202015_20SEMPB.pdf,2015,12,SEMPB,,official,2015-08-04,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2015-sempb-12-completa,listed
Acta No 13 de 2015 SEMPB Primera Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta_20No._2013_20de_202015_20PRIMERA_20PARTE.pdf,2015,13,SEMPB,Primera Parte,official,2015-08-04,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2015-sempb-13-primera-parte,listed
Acta No 13 de 2015 SEMPB Segunda Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta_20No._2013_20de_202015_20SEMPB_20SEGUNDA_20PARTE.pdf,2015,13,SEMPB,Segunda Parte,official,2015-07-10,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2015-sempb-13-segunda-parte,listed
Acta No 14 de 2015 SEMPB,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta_20No._2014_20de_202015_20SEMPB.pdf,2015,14,SEMPB,,official,2015-09-01,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2015-sempb-14-completa,listed
Acta No 15 de 2015 SEMPB Primera Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta_20No._2015_20de_202015_20SEMPB_20PRIMERA_20PARTE.pdf,2015,15,SEMPB,Primera Parte,official,2015-08-06,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2015-sempb-15-primera-parte,listed
Acta No 15 de 2015 SEMPB Segunda Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta_20No._2015_20de_202015_20SEMPB_20SEGUNDA_20PARTE.pdf,2015,15,SEMPB,Segunda Parte,official,2015-08-02,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2015-sempb-15-segunda-parte,listed
Acta No 16 de 2015 SEMPB,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta_20No._2016_20de_202015_20SEMPB.pdf,2015,16,SEMPB,,official,2015-09-02,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2015-sempb-16-completa,listed
Acta No 17 de 2015 SEMPB,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta_20No._2017_20de_202015_20SEMPB.pdf,2015,17,SEMPB,,official,2015-09-25,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2015-sempb-17-completa,listed
Acta No 18 de 2015 SEMPB Primera Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta_20No._2018_20de_202015_20SEMPB_20PRIMERA_20PARTE.pdf,2015,18,SEMPB,Primera Parte,official,2015-09-25,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2015-sempb-18-primera-parte,listed
Acta No 18 de 2015 SEMPB Segunda Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta_20No._2018_20de_202015_20SEMPB_20SEGUNDA_20PARTE.pdf,2015,18,SEMPB,Segunda Parte,official,2015-09-02,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2015-sempb-18-segunda-parte,listed
Acta No 19 de 2015 SEMPB,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta_20No._2019_20de_202015_20SEMPB.pdf,2015,19,SEMPB,,official,2015-10-23,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2015-sempb-19-completa,listed
Acta No 20 de 2015 SEMPB Primera Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta_20No._2020_20de_202015_20SEMPB_20PRIMERA_20PARTE.pdf,2015,20,SEMPB,Primera Parte,official,2015-10-29,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2015-sempb-20-primera-parte,listed
Acta No 20 de 2015 SEMPB Segunda Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta_20No._2020_20de_202015_20SEMPB_20SEGUNDA_20PARTE.pdf,2015,20,SEMPB,Segunda Parte,official,2015-10-06,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2015-sempb-20-segunda-parte,listed
Acta No 21 de 2015 SEMPB,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta_20No._2021_20de_202015_20SEMPB.pdf,2015,21,SEMPB,,official,2015-11-24,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2015-sempb-21-completa,listed
Acta No 22 de 2015 SEMPB Primera Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/ActaNo.22de2015SEMPBPRIMERAPARTE.pdf,2015,22,SEMPB,Primera Parte,official,2015-11-27,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2015-sempb-22-primera-parte,listed
Acta No 22 de 2015 SEMPB Segunda Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta_20No._2022_20de_202015_20SEMPB_20SEGUNDA_20PARTE.pdf,2015,22,SEMPB,Segunda Parte,official,2015-11-10,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2015-sempb-22-segunda-parte,listed
Acta No 23 de 2015 SEMPB,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/ActaNo23de2015SEMPB.pdf,2015,23,SEMPB,,official,2015-12-22,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2015-sempb-23-completa,listed
